Movie Name,Genre,Ratings,Voting Counts,Duration
Dirty Boy,Thriller,8.5, 20,1h 38m
Nefarious,Thriller,7.1, 56,1h 25m
Legally Veer,Thriller,7.4, 4.8K,2h 22m
Borderless Fog,Thriller,5.2, 1.3K,1h 50m
Sins of the Bride,Thriller,6.5, 74,1h 29m
Ballot,Thriller,6.3, 229,1h 42m
Interstate,Thriller,3.8, 172,1h 24m
Martin,Thriller,2.3, 36K,2h 27m
Somnium,Thriller,8.6, 41,1h 32m
Yudhra,Thriller,5.0, 13K,2h 22m
Vasco Da Gama,Thriller,5.1, 2.9K,2h 5m
The Stalking,Thriller,3.8, 40,1h 12m
Non Negotiable,Thriller,5.4, 1.2K,1h 27m
Ang kapitbahay,Thriller,5.3, 51,52m
Killer Influence,Thriller,2.7, 276,1h 24m
Witch,Thriller,5.0, 1.4K,1h 47m
The Sleeping Woman,Thriller,5.2, 563,1h 50m
The Death That Awaits,Thriller,5.7, 599,1h 42m
2B Honest,Thriller,5.7, 88,2h 5m
Spithood,Thriller,5.7, 1.1K,58m
Sheriff,Thriller,6.9, 1.1K,2h 13m
Demonte Colony 2,Thriller,6.6, 4.4K,2h 24m
Cora,Thriller,4.7, 803,1h 40m
Baki Hanma VS Kengan Ashura,Thriller,5.7, 1.9K,1h 2m
History of Evil,Thriller,3.4, 818,1h 38m
Temurun,Thriller,4.6, 330,1h 25m
A Killer in the House,Thriller,2.6, 151,1h 30m
Visfot,Thriller,5.7, 1.1K,2h 10m
The Cursed Land,Thriller,5.6, 287,2h 8m
Haunt Season,Thriller,4.9, 776,1h 21m
The Wingwalker,Thriller,7.1, 173,1h 57m
Wake,Thriller,3.4, 263,1h 25m
The Day Everything Changed,Thriller,7.9, 79,1h 37m
Once Upon a Time in Hollyweird,Thriller,2.0, 151,1h 30m
The Lady of the Lake: The Legend of Lake Ronkonkoma,Thriller,2.5, 184,1h 27m
Kill Victoria,Thriller,6.4, 28,1h 30m
Art of Eight Limbs,Thriller,3.9, 310,1h 41m
Deadly Invitations,Thriller,4.2, 179,1h 29m
Cadi,Thriller,6.2, 4.3K,2h 14m
Hombres Íntegros,Thriller,7.7, 28,1h 29m
Dilemma,Thriller,5.7, 450,1h 24m
Arenas,Thriller,6.7, 18,1h 34m
Amp House Massacre,Thriller,3.8, 182,1h 20m
Haze,Thriller,6.9, 46,1h 16m
The American Backyard,Thriller,6.2, 157,1h 47m
Earthquake Underground,Thriller,3.3, 192,1h 23m
Thirst Trap,Thriller,6.9, 71,1h 11m
Lost Angels,Thriller,7.0, 24,1h 36m
Daft State,Thriller,6.5, 44,18+
Hunting Daze,Thriller,6.1, 453,1h 19m
"Blood, Beach, Betrayal",Thriller,6.1, 79,1h 32m
Abraham Ozler,Thriller,6.5, 4.2K,2h 23m
Gumasthan,Thriller,5.8, 500,2h 25m
In Our Blood,Thriller,6.9, 47,1h 29m
Fanatic,Thriller,5.0, 20,1h 30m
Red,Thriller,4.6, 96,1h 54m
Echo 8,Thriller,3.9, 191,1h 36m
Murder and Cocktails,Thriller,4.0, 360,1h 28m
Nahir,Thriller,4.7, 1.1K,2h 2m
Pasar Setan,Thriller,6.9, 56,1h 36m
What Happened to Suzy,Thriller,6.4, 68,1h 34m
Dandupalayam,Thriller,5.9, 1.3K,2h 17m
A Nanny's Revenge,Thriller,4.0, 169,1h 30m
The Reflected Self,Thriller,7.3, 41,1h 41m
Hunters on a White Field,Thriller,4.9, 450,1h 40m
Skeletons in the Closet,Thriller,3.0, 565,1h 32m
Crosspoint,Thriller,6.8, 40,1h 40m
S.T.A.L.K.E.R.: Shadow of the Zone,Thriller,5.2, 454,1h 12m
Operation Valentine,Thriller,5.3, 1.4K,2h 13m
Manipula,Thriller,8.0, 24,1h 34m
On the Run,Thriller,6.3, 101,1h 40m
Boksi Ko Ghar,Thriller,8.0, 888,1h 56m
The Hunted,Thriller,5.1, 369,1h 34m
Swargam,Thriller,4.7, 306,1h 48m
Oshi no Ko: The Final Act,Thriller,7.7, 108,2h 9m
Mong Vuot,Thriller,5.3, 123,1h 36m
Do Not Open,Thriller,2.6, 262,1h 31m
Pusaka,Thriller,6.5, 34,1h 30m
What Happens in Miami,Thriller,4.3, 219,1h 30m
The Stoic,Thriller,3.6, 330,1h 36m
Janji Darah,Thriller,4.4, 149,1h 44m
They Turned Us Into Killers,Thriller,2.8, 252,1h 26m
Shark Island,Thriller,3.2, 115,1h 21m
From Darkness,Thriller,5.0, 553,1h 35m
The DÆMON,Thriller,6.7, 42,1h 27m
Smoke Signals,Thriller,6.3, 344,1h 35m
Kurukku,Thriller,6.6, 530,1h 49m
9 Windows,Thriller,3.6, 307,1h 22m
Poison Sangga: The Homewrecker's Curse,Thriller,7.4, 118,1h 58m
Daemon Mind,Thriller,4.9, 32,1h 41m
Drone,Thriller,5.5, 188,1h 50m
Heather,Thriller,4.7, 19,1h 13m
Checkmate,Thriller,4.3, 386,1h 44m
Bloodline,Thriller,9.2, 49,1h 20m
Oru Kattil Oru Muri,Thriller,4.6, 57,2h 5m
Three,Thriller,6.5, 191,1h 33m
Sattam En Kaiyil,Thriller,8.0, 2.2K,2h 4m
Six jours,Thriller,6.4, 100,1h 35m
Exit,Thriller,8.8, 58,1h 47m
Morena,Thriller,7.0, 99,1h 46m
Puntos suspensivos,Thriller,6.1, 438,1h 30m
Chateau,Thriller,4.0, 272,1h 23m
Agastya - Chapter 1,Thriller,6.9, 597,2h 48m
Mommy Meanest,Thriller,5.2, 251,1h 27m
Beware the Boogeyman,Thriller,5.8, 581,1h 50m
Captain Miller,Thriller,6.5, 8.6K,2h 37m
Charlotte: The Movie,Thriller,6.1, 155,1h 26m
Saindhav,Thriller,5.0, 1.6K,2h 18m
Naam,Thriller,6.3, 277,2h 16m
Deo killeoseu,Thriller,6.1, 76,1h 59m
Vina: Before 7 Days,Thriller,5.4, 582,1h 40m
Woman with the Red Lipstick,Thriller,5.4, 194,1h 27m
Svemu dodje kraj,Thriller,6.7, 264,1h 29m
Saỷara,Thriller,5.7, 271,1h 38m
Yeni Safak Solarken,Thriller,5.9, 62,2h 10m
The Mousetrap,Thriller,7.2, 22,1h 27m
