Movie Name,Genre,Ratings,Voting Counts,Duration
Abudeka Is Back,Action,5.3, 34,2h
Polar,Action,4.4, 28,1h 16m
Neo-Dome,Action,6.7, 17,15m
Bonnie,Action,7.4, 34,2h
Brattt,Action,4.7, 67,1h 57m
Uninvited,Action,6.8, 72,1h 33m
Blade of Fury,Action,6.1, 116,1h 30m
Pranaya Godari,Action,7.8, 2.4K,2h 28m
Artist Unknown,Action,8.9, 13,1h 22m
Abnormal: Buas,Action,5.6, 26,1h 30m
Mirza: Part 1 - Joker,Action,6.8, 239,2h 45m
Death Game,Action,6.3, 24,1h 28m
The Captives,Action,3.5, 66,1h 13m
Guy Manley: Super Spy,Action,4.4, 117,1h 32m
Hitler,Action,5.2, 304,2h 8m
Hrashwo Deergha,Action,7.9, 80,2h 30m
E-mail,Action,5.4, 805,1h 59m
Mahadev Ka Gorakhpur,Action,7.8, 369,2h 11m
Kali,Action,5.1, 414,1h 36m
Mega Twisters,Action,2.5, 50,1h 15m
South Side Hero,Action,5.4, 36,1h 32m
Jorge da Capadócia,Action,6.4, 129,1h 59m
September Babies,Action,5.8, 287,1h 34m
Raktaksha,Action,8.4, 1.4K,1h 58m
Bhimaa,Action,5.1, 1.2K,2h 21m
Mechanic Rocky,Action,6.5, 3.5K,2h 36m
Saint Young Men: Holy Men vs Demon Army,Action,3.0, 13,1h 33m
Hain,Action,2.9, 45,1h 35m
Sentimentaaal,Action,5.8, 975,2h 15m
GATAO: Like Father Like Son,Action,6.8, 67,1h 40m
Inkabi,Action,4.7, 79,1h 41m
Krishnamma,Action,6.2, 364,2h 18m
Babu,Action,7.6, 182,2h 22m
Usha Parinayam,Action,9.0, 2.1K,2h 24m
Kiyma: Orman Kanunlari,Action,4.3, 35,1h 21m
Killer Ex,Action,3.9, 52,1h 34m
Gangs of Godavari,Action,5.0, 905,2h 45m
Nothing Unusual,Action,9.7, 12,1h 32m
Chong jian tian ri,Action,6.8, 48,1h 45m
Wandafuru Purikyua! Za mubi! Doki Doki Game no Sekai de Daiboken,Action,6.8, 32,1h 11m
Rathnam,Action,5.4, 3.7K,2h 35m
Roxana,Action,3.9, 66,1h 38m
Holy Punch,Action,5.2, 46,1h 38m
Haraa,Action,5.5, 2.9K,2h 16m
Kade,Action,6.7, 16,1h 32m
Hiranya,Action,5.6, 19,2h 18m
Zoloto Umalty,Action,4.9, 109,1h 49m
Nasha Jurm Aur Gangsters,Action,6.9, 2.4K,2h 17m
Petta Rap,Action,4.2, 1.7K,2h 3m
Raanti,Action,6.6, 1.1K,1h 55m
The Burden of Nine Lives,Action,4.8, 100,1h 56m
Chasing Raine,Action,2.3, 187,1h 41m
Emanet,Action,7.9, 30,1h 37m
Hide and Seek,Action,8.2, 54,2h 10m
Rebel,Action,3.1, 65,1h 40m
Umro Ayyar - A New Beginning,Action,6.9, 671,2h 15m
Permafrost,Action,5.7, 114,1h 20m
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,Action,7.5, 85,1h 15m
Sarangadhariya,Action,8.6, 3.1K,2h 30m
Gam Gam Ganesha,Action,5.3, 309,2h 20m
Codename: Devil,Action,5.4, 5,1h 44m
Dünya Mali: Eksi Bir,Action,7.2, 16,2h 13m
Thiragabadara Saami,Action,6.4, 96,1h 55m
Death Bitch,Action,7.5, 19,1h 28m
Mother Mafia,Action,3.3, 48,1h 20m
Chaari 111,Action,4.8, 258,2h 10m
